matrix,nnz,rows,cols,sym,type,range,empty-rows,avg-nz-row,min-nz-row,max-nz-row,ent-base-singles,ent-base-doubles,ent-base-prc,ent-singles,ent-doubles,ent-prc,row-singles,row-doubles,row-prc,fp64-rt,fp32(64)-rt,ent-base-rt,ent-split-rt,row-split-rt,row-comp-rt,row-dual-rt,fp32(64)-spup,ent-base-spup,ent-split-spup,row-split-spup,row-comp-spup,row-dual-spup,fp64-relerr,fp32(64)-relerr,ent-base-relerr,ent-split-relerr,row-split-relerr,row-comp-relerr,row-dual-relerr,fp32(32)-rt,fp32(32)-spup,fp32(32)-relerr
barrier2-2,3805068,113076,113076,0,r,10230406.908208,0,33.650536,10,7031,2875532,929536,75.571,3703403,101665,97.328,2874909,930159,75.555,191.823868,163.571716,200.737122,174.25824,175.618042,173.220871,176.946182,1.17272,0.955597,1.100802,1.092279,1.107395,1.08408,0.0,4.37085e-08,1.45065e-16,7.99169e-12,1.03474e-11,1.03474e-11,1.03474e-11,156.136444,1.228566,5.79127e-08
PR02R,8185136,161070,161070,0,r,303761.12451,0,50.81726,1,92,5659702,2525434,69.146,8128755,56381,99.311,7917648,267488,96.732,290.29068,238.03392,299.828552,250.858337,240.959488,238.285828,244.6633,1.219535,0.968189,1.15719,1.204728,1.218246,1.18649,0.0,5.11676e-08,1.45708e-16,2.3293e-12,1.10684e-12,1.10684e-12,1.10684e-12,227.17543,1.277826,7.46555e-08
shipsec1,7813404,140874,140874,1,r,313648221.692814,0,55.463776,24,102,4560318,3253086,58.365,7455576,357828,95.42,4608780,3204624,58.986000000000004,268.392456,223.03334,269.734558,258.730804,248.391678,249.164795,261.787659,1.203374,0.995024,1.037342,1.080521,1.077168,1.02523,0.0,4.47507e-08,1.49288e-16,1.8463e-11,1.87718e-11,1.87718e-11,1.87718e-11,213.508102,1.25706,7.04969e-08
barrier2-3,3805068,113076,113076,0,r,10230406.584088,0,33.650536,10,7031,2874228,930840,75.53699999999999,3703403,101665,97.328,2874909,930159,75.555,197.776382,163.670013,201.518433,174.281189,175.835129,173.387772,177.163269,1.208385,0.981431,1.134812,1.124783,1.140659,1.116351,0.0,4.28471e-08,1.51151e-16,8.93361e-12,1.14172e-11,1.14172e-11,1.14172e-11,156.220413,1.266009,6.10873e-08
shipsec5,10113096,179860,179860,1,r,208212908.059064,0,56.227599,12,126,5872182,4240914,58.065,9642405,470691,95.346,5610652,4502444,55.479,345.4935,288.505859,356.454285,329.781219,318.991364,320.263153,335.396851,1.197527,0.969251,1.047645,1.083081,1.07878,1.030104,0.0,4.35124e-08,1.51301e-16,2.12711e-11,2.70709e-11,2.70709e-11,2.70709e-11,275.214325,1.255362,7.15605e-08
shipsec8,6653399,114919,114919,1,r,45190053.206004,0,57.896423,15,132,3746155,2907244,56.304,6243050,410349,93.83200000000001,3193294,3460105,47.995,226.964478,187.981827,232.261383,218.526947,212.610046,211.787781,225.262589,1.207375,0.977194,1.038611,1.067515,1.07166,1.007555,0.0,4.66504e-08,1.55738e-16,2.24852e-11,3.44633e-11,3.44633e-11,3.44633e-11,178.912262,1.26858,7.14993e-08
para-8,5416358,155924,155924,0,r,11929419.281808,0,34.737167,8,6931,4248096,1168262,78.431,5247567,168791,96.884,3783620,1632738,69.855,237.976578,204.805115,264.214386,225.947845,213.745667,216.111099,223.627258,1.161966,0.900695,1.053237,1.113363,1.101177,1.064166,0.0,4.16312e-08,1.58048e-16,5.69331e-12,3.70343e-12,3.70343e-12,3.70343e-12,194.036743,1.226451,5.31891e-08
para-6,5416358,155924,155924,0,r,9514219.396477,0,34.737167,8,6931,4248062,1168296,78.43,5237159,179199,96.69200000000001,3763512,1652846,69.484,237.813766,204.7314,264.035004,227.69162,214.15834,216.439804,223.613953,1.161589,0.90069,1.044456,1.110458,1.098752,1.063501,0.0,4.91498e-08,1.61568e-16,1.09939e-11,7.47288e-12,7.47288e-12,7.47288e-12,193.937408,1.22624,6.84158e-08
boyd2,1500397,466316,466316,1,r,92091.204481,0,3.217554,2,93262,279783,1220614,18.647,1461565,38832,97.41199999999999,1480523,19874,98.675,7924.99707,7729.510254,7923.992188,7765.55957,7697.785645,7667.95166,7664.763672,1.025291,1.000127,1.020531,1.029516,1.033522,1.033952,0.0,3.61754e-08,2.09225e-16,6.44176e-12,3.23432e-08,3.23432e-08,3.23432e-08,7529.520996,1.052523,5.38682e-07
oilpan,3597188,73752,73752,1,r,6622.635784,0,48.774108,28,70,1767180,1830008,49.126999999999995,2199300,1397888,61.138999999999996,850619,2746569,23.647000000000002,138.012665,111.893501,141.564896,132.476318,132.02739,131.933182,138.614777,1.233429,0.974907,1.041791,1.045334,1.04608,0.995656,0.0,4.04544e-08,1.10845e-15,1.55606e-10,5.71683e-15,5.71683e-15,5.71683e-15,106.88205,1.291261,7.10959e-08
